what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267723249005
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267723270037
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267723271890
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1267723462788
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267723475884
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267723475987
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.add.javadoc.comment",1267723475990
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267723700575
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267723700701
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.add.javadoc.comment",1267723700704
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267723824649
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267723824746
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.add.javadoc.comment",1267723824749
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267724014122
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267724064807
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1267724092499
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1267724108946
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267724124106
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267724170782
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1267724174916
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267724176482
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267724176797
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1267724180391
activated,editor,org.eclipse.pde.ui,3.5.0.v20090821,"org.eclipse.pde.ui.manifestEditor",1267724184571
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1267724184572
