what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267719549065
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267719549170
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.add.javadoc.comment",1267719549174
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1267719616051
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1267719626002
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267719646503
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267719646605
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.add.javadoc.comment",1267719646609
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267719674390
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267719674482
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.add.javadoc.comment",1267719674486
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267719696525
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267719696615
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.add.javadoc.comment",1267719696619
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267719713480
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267719713576
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.add.javadoc.comment",1267719713579
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1267719750462
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267719775501
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267719775585
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.add.javadoc.comment",1267719775588
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1267719829023
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267719830002
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267719844212
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267719848615
