what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267719848764
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267719848795
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267719854218
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1267719878305
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267719880668
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267719880921
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1267719912679
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1267719964740
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1267719964740
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267719991615
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267719991727
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.add.javadoc.comment",1267719991730
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1267719996307
opened,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1267719997324
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267719998486
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267719998793
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1267720028910
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267720030223
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267720030473
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267720034826
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267720034950
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.add.javadoc.comment",1267720034955
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1267720114809
activated,editor,org.eclipse.pde.ui,3.5.0.v20090821,"org.eclipse.pde.ui.manifestEditor",1267720143156
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1267720143156
